Date,Express,Guardian,Independent,Mail,Telegraph,Times
15:00:43-07/02/2016,-5.8,-2.05,-2.9,-0.2,-2.0,0.3
16:01:42-07/02/2016,-7.45,-3.3,-2.9,-1.05,-2.85,-0.35
17:00:10-07/02/2016,-5.15,-2.7,-2.9,-1.05,-3.35,-0.1
15:00:30-08/02/2016,-4.3,-0.75,-2.9,-2.4,3.15,-1.75
16:00:19-08/02/2016,-5.75,-0.2,-2.9,-2.4,4.35,-1.75
17:00:10-08/02/2016,-3.35,0.4,-2.9,-6.35,4.35,-2.1
21:00:14-08/02/2016,-2.05,-2.5,-3.1,-2.4,-3.95,-1.65
13:00:15-09/02/2016,-2.3,-6.3,-2.9,-2.5,-3.65,1.55
14:00:09-09/02/2016,-2.6,-6.65,-2.9,-1.6,-3.65,1.55
17:00:16-09/02/2016,-3.3,-3.75,-2.9,-3.4,0.1,-0.75
09:00:28-10/02/2016,-1.3,-2.3,-2.9,0.2,3.15,2.1
16:00:09-10/02/2016,-3.7,-2.2,-2.9,-4.15,3.4,2.35
17:00:49-10/02/2016,-3.35,-1.65,-2.9,-4.6,2.65,3.6
18:00:37-10/02/2016,-2.45,-1.85,-2.9,-1.8,-0.05,0.15
19:00:58-10/02/2016,-2.55,-3.3,-2.9,-1.6,-1.65,0.15
21:00:35-10/02/2016,-1.25,-5.25,-2.9,-4.1,-2.65,-0.25
22:00:29-10/02/2016,-2.1,-4.4,-2.9,-2.8,-2.95,0.35
22:00:41-11/02/2016,-1.85,-2.5,-2.9,-1.85,1.2,1.9
14:00:40-12/02/2016,-5.8,-2.6,-2.9,-0.6,1.2,-1.9
17:00:28-12/02/2016,0.85,-0.95,-2.9,-1.3,1.2,-1.9
18:00:46-12/02/2016,-1.85,-0.5,-2.9,-2.3,1.2,-0.5
22:00:33-12/02/2016,0.3,-2.8,-2.9,0.25,1.2,-1.85
08:00:27-13/02/2016,-1.8,-7.05,-2.9,1.5,1.35,1.6
09:00:19-13/02/2016,-2.05,-7.05,-2.9,1.5,0.1,1.6
11:00:40-13/02/2016,-4.25,-6.95,-2.9,1.0,-0.5,1.6
12:00:32-13/02/2016,-5.95,-4.4,-2.9,1.0,-0.3,1.6
13:03:14-13/02/2016,-5.95,-4.0,-2.9,-1.4,-0.3,1.6
14:00:29-13/02/2016,-5.95,-3.7,-2.9,-2.45,0.5,1.6
16:00:44-13/02/2016,-7.15,-2.9,-2.9,-0.4,0.25,0.35
17:00:33-13/02/2016,-6.5,-2.9,-2.9,-0.4,0.25,0.35
18:00:30-13/02/2016,-6.9,-4.6,-2.9,-1.2,0.3,-1.25
19:00:49-13/02/2016,-7.0,-2.85,-2.9,-1.35,0.3,-1.05
22:00:33-13/02/2016,-5.5,-4.3,-2.9,-2.1,1.55,-0.8
23:00:37-13/02/2016,-4.25,-4.85,-2.9,-4.8,0.95,-1.45
00:00:36-14/02/2016,-2.2,-6.45,-2.9,-3.6,0.05,-1.45
07:00:41-14/02/2016,-1.65,0.15,-2.9,-3.0,0.4,-0.5
08:00:40-14/02/2016,-3.5,-4.05,-2.9,-2.55,-0.95,-0.5
11:02:12-14/02/2016,-4.25,-5.25,-2.9,-2.55,-1.4,-0.5
23:00:39-14/02/2016,-2.25,-2.75,-2.9,-1.65,-3.1,-4.05
12:02:04-15/02/2016,-2.25,0.35,-2.9,0.3,-1.55,-4.3
15:00:36-15/02/2016,-0.95,-0.8,-2.9,0.6,-2.05,-4.2
16:01:08-15/02/2016,-1.55,-0.3,-2.9,1.0,-1.55,-4.2
17:07:08-15/02/2016,1.5,-2.85,-2.9,1.85,-1.85,-3.05
20:00:14-16/02/2016,-6.8,-4.1,-2.9,-2.15,-1.35,-2.3
21:00:10-16/02/2016,-4.0,-2.15,-2.9,-1.9,-1.1,-1.85
22:00:08-16/02/2016,-0.35,-2.75,-2.9,-1.15,-0.85,0.1
08:00:29-17/02/2016,-2.8,-2.75,-2.9,-1.05,-3.3,-2.05
10:00:19-17/02/2016,-2.25,-1.55,-2.9,-1.05,0.85,-2.05
23:00:24-17/02/2016,-4.75,-5.15,-2.9,-0.25,-3.8,-3.25
22:00:09-18/02/2016,-3.85,-2.5,-2.9,-2.65,-2.1,-0.5
23:00:51-18/02/2016,-0.8,-1.0,-2.9,-2.1,0.35,-0.85
00:00:09-19/02/2016,-2.65,-1.55,-2.9,-4.1,-0.45,-5.3
16:00:37-19/02/2016,-1.7,-3.9,-2.9,-0.6,-1.0,-0.75
23:00:09-19/02/2016,-0.55,-4.6,-2.9,-4.2,-0.15,-1.9
00:00:08-20/02/2016,-6.0,-2.65,-2.9,-3.8,-0.15,-1.9
16:09:36-20/02/2016,-7.1,-1.9,-2.9,-1.1,-0.1,3.0
23:00:14-20/02/2016,-4.95,-1.25,-2.9,-0.9,1.5,0.85
00:00:13-21/02/2016,-4.55,-1.5,-2.9,-0.1,1.5,-0.7
08:00:30-21/02/2016,0.45,0.35,-2.9,-0.35,1.25,0.25
08:00:28-22/02/2016,-3.95,-0.7,-2.9,-4.6,-1.0,-1.1
11:00:25-22/02/2016,-1.3,-1.6,-2.9,-1.8,-1.9,-1.1
15:00:45-22/02/2016,-1.9,0.45,-2.9,-0.85,-3.85,-1.45
22:01:47-22/02/2016,-2.1,0.3,-2.9,-1.25,-1.55,-0.35
09:11:46-23/02/2016,-2.0,0.05,-2.9,-1.35,-5.85,-2.2
20:00:53-23/02/2016,1.15,-0.25,-2.9,-1.25,-0.95,-4.75
22:00:36-23/02/2016,-2.75,-1.1,-2.9,-0.6,-1.85,-2.7
10:03:14-24/02/2016,1.65,-2.95,-2.9,-2.35,-6.6,-2.4
11:00:35-24/02/2016,1.85,-2.5,-2.9,-1.7,-5.1,-2.4
13:00:36-24/02/2016,-1.05,-2.35,-2.9,-2.7,-2.25,0.7
22:00:38-24/02/2016,-2.6,-4.65,-2.9,-0.8,-0.35,-2.05
12:00:38-25/02/2016,-8.2,-2.8,-2.9,-2.75,-6.9,2.15
13:04:30-25/02/2016,-9.05,-1.3,-2.9,-4.4,-5.25,2.15
14:01:30-25/02/2016,-8.05,-0.6,-2.9,-4.8,-3.4,2.15
19:00:28-25/02/2016,-4.8,-2.1,-2.9,1.85,2.6,-1.7
20:00:29-25/02/2016,-0.45,-2.75,-2.9,-0.65,2.6,-1.7
21:00:10-25/02/2016,-0.3,-2.05,-2.9,-2.1,2.25,-1.7
23:00:14-25/02/2016,-2.5,-4.0,-2.9,-0.75,-0.15,-3.6
00:00:09-26/02/2016,-1.95,-0.8,-2.9,-0.75,0.4,-5.4
01:00:12-26/02/2016,-5.05,-2.15,-2.9,-3.3,0.4,-5.4
02:00:12-26/02/2016,-6.55,-0.75,-2.9,-3.3,1.95,-5.4
03:00:08-26/02/2016,-7.6,-1.15,-2.9,-2.75,-0.5,3.3
04:00:07-26/02/2016,-2.35,-3.5,-2.9,-2.55,0.25,2.4
05:00:08-26/02/2016,-2.1,-4.85,-2.9,-2.55,0.6,2.4
06:00:08-26/02/2016,-3.85,-4.0,-2.9,-2.15,0.6,0.2
09:00:11-26/02/2016,-5.3,-0.9,-2.9,-0.95,0.2,2.3
12:02:17-26/02/2016,-4.7,-4.3,-2.9,-0.4,-0.1,2.3
13:00:08-26/02/2016,-3.35,-3.75,-2.9,1.0,-2.4,2.3
14:00:30-26/02/2016,-2.7,-3.45,-2.9,-3.2,-2.65,1.6
15:00:07-26/02/2016,-3.0,-3.45,-2.9,-2.2,-3.6,-1.25
16:00:09-26/02/2016,-2.95,-2.5,-2.9,-3.55,-4.9,-1.25
00:00:08-27/02/2016,-2.6,-3.45,-2.9,-1.2,-2.7,-2.9
01:00:24-27/02/2016,-1.4,-3.75,-2.9,0.75,0.35,-2.9
13:00:29-27/02/2016,-1.8,-1.6,-2.9,-3.2,1.8,-0.75
14:00:07-27/02/2016,-1.8,-0.35,-2.9,-3.0,1.35,-0.75
16:00:07-27/02/2016,-1.4,0.2,-2.9,-1.6,1.75,-0.75
01:00:07-28/02/2016,-5.3,3.0,-2.9,0.1,-1.85,-1.5
09:26:09-28/02/2016,-0.4,-0.6,-2.9,-1.6,5.05,-1.5
10:00:21-28/02/2016,-0.15,-0.1,-2.9,-1.6,5.05,-1.5
11:00:06-28/02/2016,-1.85,-0.1,-2.9,-1.6,5.05,-1.5
21:00:30-28/02/2016,-5.55,0.5,-2.9,-3.1,2.55,-0.15
22:00:27-28/02/2016,-3.85,0.05,-2.9,-1.35,2.55,-0.15
20:00:40-29/02/2016,1.25,0.55,-2.9,-1.95,-2.45,-2.35
17:05:37-01/03/2016,-2.8,-1.9,-2.9,-0.55,0.45,-3.05
18:00:09-01/03/2016,-6.0,-3.4,-2.9,0.1,1.1,-3.05
19:01:55-02/03/2016,-0.4,1.2,-2.9,-1.75,2.4,-2.05
20:00:29-02/03/2016,-5.7,1.3,-2.9,-0.05,1.35,-2.35
23:00:25-02/03/2016,-2.2,-1.4,-2.9,-0.3,-1.55,-2.35
00:00:48-03/03/2016,-2.65,-1.6,-2.9,1.1,3.6,-2.35
09:00:33-04/03/2016,-6.35,0.55,-2.9,-0.05,1.45,-3.2
07:00:26-05/03/2016,-4.55,-4.8,-2.9,-1.2,-3.2,-2.0
08:00:34-05/03/2016,-5.85,-4.35,-2.9,-1.0,-3.2,-2.0
20:04:47-06/03/2016,-1.9,-2.0,-2.9,2.0,-1.3,-2.1
14:00:43-07/03/2016,-3.3,-2.5,-2.9,1.05,-4.25,-0.6
15:00:36-07/03/2016,-2.85,-2.5,-2.9,-0.95,-4.1,-0.6
00:00:40-08/03/2016,-3.6,-7.0,-2.9,-4.5,-3.75,-6.15
01:01:04-08/03/2016,-1.55,-6.6,-2.9,-2.25,-2.95,-6.15
13:01:32-08/03/2016,-7.5,-2.35,-2.9,-2.25,-0.55,-8.25
16:00:46-08/03/2016,-5.45,-1.6,-2.9,-0.45,-1.55,-3.55
17:01:00-08/03/2016,-1.5,-1.4,-2.9,-1.5,-1.9,-3.55
18:01:16-08/03/2016,-3.0,-1.5,-2.9,-2.7,-0.9,-5.05
07:00:24-10/03/2016,-1.75,-3.3,-2.9,-3.25,-4.25,0.5
10:00:11-10/03/2016,-4.1,-1.8,-2.9,-2.55,-1.9,0.05
11:00:51-10/03/2016,-5.8,-0.1,-2.9,-2.55,-1.9,0.05
12:00:22-10/03/2016,-8.4,0.75,-2.9,-2.55,0.15,0.05
13:00:10-10/03/2016,-8.8,-0.1,-2.9,-2.35,0.2,0.05
15:00:22-10/03/2016,-5.7,-0.35,-2.9,0.0,-1.45,0.05
15:00:09-11/03/2016,-5.25,-2.35,-2.9,0.6,1.35,4.65
15:00:20-12/03/2016,-2.6,-7.75,-2.9,-0.8,1.5,1.0
22:00:08-12/03/2016,-4.05,0.5,-2.9,-1.85,-1.65,0.45
23:00:08-12/03/2016,-2.95,2.4,-2.9,-1.85,-1.65,0.45
21:00:29-14/03/2016,-2.1,-2.45,-2.9,-2.1,-4.4,-7.5
22:00:11-15/03/2016,-6.95,-5.25,-2.9,-3.35,-1.7,-3.45
14:00:12-17/03/2016,-7.6,-0.05,-2.9,-2.05,-2.4,-0.9
14:00:07-18/03/2016,-5.2,-1.85,-2.9,-2.8,-1.0,-3.05
21:00:18-19/03/2016,-3.7,-5.45,-2.9,1.45,-2.05,0.2
14:00:09-21/03/2016,-0.3,-2.1,-2.9,-5.25,-1.95,-0.1
14:00:15-23/03/2016,-3.9,-2.55,-2.9,-2.1,-5.05,-1.45
20:04:07-23/03/2016,-2.4,-2.15,-2.9,-5.15,-7.9,-6.65
21:00:07-23/03/2016,-2.35,-2.3,-2.9,-5.8,-7.9,-6.65
18:18:55-24/03/2016,-4.6,-3.45,-2.9,-2.1,-5.1,-4.25
22:00:11-24/03/2016,-3.05,-7.55,-2.9,-5.05,-5.95,-4.9
23:00:26-24/03/2016,-6.2,-5.55,-2.9,-2.95,-3.8,0.3
00:00:29-25/03/2016,-6.75,-5.4,-2.9,-2.95,-3.9,0.55
01:00:37-25/03/2016,-4.7,-5.4,-2.9,-2.8,-4.7,-1.6
02:00:09-25/03/2016,-4.4,-5.75,-2.9,-2.8,-3.55,-1.0
12:00:37-25/03/2016,-2.85,-2.9,-2.9,-2.55,-5.05,-0.25
13:00:21-25/03/2016,-2.85,-4.15,-2.9,-1.05,-5.25,-0.25
14:00:22-25/03/2016,-2.45,-6.6,-2.9,0.15,-5.25,-0.25
09:01:24-26/03/2016,-2.0,-2.3,-2.9,-2.0,-2.85,0.65
18:00:57-26/03/2016,-4.55,-1.45,-2.9,-3.0,-4.85,0.65
11:00:45-28/03/2016,-3.25,-1.55,-2.9,-3.8,-5.1,0.5
12:01:09-28/03/2016,-2.55,-1.7,-2.9,-3.1,-5.1,0.5
13:00:32-28/03/2016,-3.05,-1.35,-2.9,-0.85,-5.55,0.5
14:04:27-28/03/2016,-2.9,-2.05,-2.9,-2.2,-5.25,0.5
15:00:32-28/03/2016,-2.6,-1.45,-2.9,-3.65,-5.25,0.5
22:01:53-28/03/2016,-4.2,-5.7,-2.9,-1.3,-3.2,-5.1
14:01:31-29/03/2016,-3.2,-1.75,-2.9,-1.4,-0.05,0.1
14:00:06-19/04/2016,-5.1,-4.4,-3.45,-2.05,0.9,-6.35
19:00:32-19/04/2016,-0.75,-7.15,1.9,-5.45,0.25,-6.35
20:00:07-19/04/2016,-3.05,-6.4,0.05,-5.2,2.95,-6.35
09:00:27-20/04/2016,-4.15,-4.6,0.75,0.75,-0.7,-3.9
11:00:32-20/04/2016,-1.5,-2.7,0.75,0.75,-2.85,-3.9
12:00:30-20/04/2016,-1.5,-3.05,1.35,-5.25,3.85,-3.9
14:00:34-20/04/2016,0.4,-2.4,-2.4,-3.2,3.2,-2.65
15:00:10-20/04/2016,-0.55,-1.7,0.45,-3.2,-0.65,-2.65
16:00:07-20/04/2016,-2.25,-3.05,-2.2,-5.15,-0.65,-2.65
17:00:06-20/04/2016,-2.65,-3.35,-1.9,-5.0,-1.25,-4.65
21:00:07-20/04/2016,-1.35,-6.05,-1.55,-0.85,-2.75,-3.65
22:00:06-20/04/2016,-0.25,-5.5,-1.7,-2.25,-3.35,-3.65
23:00:06-20/04/2016,-3.3,-5.65,-2.1,-2.5,-1.0,-2.8
01:01:59-21/04/2016,-3.8,-5.15,-1.45,-1.85,-2.35,-3.75
02:00:07-21/04/2016,-4.35,-7.6,-1.15,-1.75,-1.45,0.4
11:00:26-21/04/2016,-4.45,-3.4,-0.15,-1.8,1.45,-0.75
12:00:30-21/04/2016,-4.55,-2.75,-0.5,-1.85,2.75,-0.75
16:00:08-21/04/2016,-2.65,-4.15,-3.95,0.3,2.6,-2.0
17:00:09-21/04/2016,-0.45,-5.1,-1.45,0.3,1.25,-2.0
